start	end	text
30000	38620	All right.
38620	41200	Let's get going.
41200	51140	So as I like to do, starting with a little bit of news, is there, like, I sound louder
51140	52140	to myself.
52140	53960	Do I sound louder to you guys?
53960	54960	No?
54960	55960	Maybe that's just me.
55960	57060	All right.
57060	64480	There was an interesting post end of January, so a little bit ago, about Rust in business.
64480	69360	A lot of people ask, like, okay, we're learning these languages, Haskell, Rust, JavaScript
69360	71440	I think is pretty easy to justify.
71440	74680	But do these other languages have an option?
74680	77340	Especially if I'm going to an established company.
77340	79760	And the answer is definitely yes.
79760	83120	So AWS does a lot of Rust.
83120	89520	If you've heard about Lambda, AWS Lambda, that is run entirely on a Rust service called
89520	92080	Firecracker.
92080	99360	Google is using Rust in Android and Chromium, as well as some of their other products.
99360	104760	Huawei is using it for their operating system stuff as well.
104760	107560	Facebook is using Rust for blockchain.
107560	110000	Microsoft is using Rust.
110000	114200	It's just every big company that you know is now using Rust.
114200	121180	They're migrating away from languages like C and C++ and using Rust when they can.
121180	126600	Other kind of also big companies, but maybe less well known, Shopify is huge.
126600	131920	They're using Rust not as a language for their service, but as a language to compile their
131920	133220	other language.
133220	135520	So they use Ruby for everything.
135520	140360	But they need a good Ruby compiler, so they wrote that in Rust.
140360	143640	Then there are, like, a bunch of startups using Rust.
143640	144640	Everybody's using Rust.
144640	146040	Rust all over the place.
146040	147040	Great.
147040	148400	So people are using it.
148400	149720	It's worth learning.
149720	153580	It's also worth learning just because it's fun.
153580	158740	That's the news for the day.
158740	159740	Some notes.
159740	160740	PA2.
160740	164300	There is a deadline extension.
164300	166460	This is just the programming assignment.
166460	168600	Homework is still due at the normal time.
168600	170660	Early deadline is still the same time.
170660	175340	Programming assignment 2 makes use of ideas that we're gonna be talking about next week.
175340	177340	So I'm giving you some more time to do it.
177340	183340	You can probably figure it out, but it'll be easier after Monday's lecture in particular.
183340	184380	Next Monday's lecture.
184380	188380	So one week extension on the hard deadline.
188380	190340	The early deadline is still tomorrow.
190340	194660	So if you want the bonus points, do it this week.
194660	197540	But getting 100% is good.
197540	198540	It's good enough.
198540	200540	So if you want to wait, wait.
200540	202260	Either way is fine.
202260	205340	PA3, though, is still due at the same time.
205340	209060	So we aren't pushing all programming assignments back.
209060	210300	It's just this one assignment.
210300	216180	That means if you don't do PA2 this week, you have to do PA2 and PA3 next week.
216180	218900	PA3 is also JavaScript.
219460	221500	Lastly, programming is hard.
221500	224980	A lot of you might not have worked with JavaScript very much before.
224980	228060	If you're having trouble, come stop by office hours.
228060	231180	Start early so that you know what you're not understanding.
231180	232340	And come ask questions.
232340	233860	We're here to help.
233860	239020	The point of this class is not that I'm trying to teach you how to write perfect JavaScript.
239020	241480	That's the point of the programming assignment.
241480	246140	So I'm not gonna spend lecture time saying here's how we write JavaScript.
246140	248020	That's something that you have to figure out.
248020	251340	And so if you're having a hard time with that, come chat.
251340	255020	Because that's where we can help you.
255020	256020	Those are the notes.
256020	257020	Any other questions...
257020	260980	Or any questions on this stuff?
260980	268380	Before we go to LambdaCalc?
268380	270980	How many people have finished PA2 already?
270980	271980	Okay.
271980	272980	A few.
272980	273980	Not too many.
273980	274980	How many people have started?
274980	275980	Oh, almost everybody.
275980	276980	Great.
276980	280340	Okay.
280340	284580	That's much better than UCSD.
284580	286020	There was a different culture there.
286020	287020	Okay.
287020	291540	So we're going to jump into LambdaCalc again.
291540	293820	We started last time, we looked at syntax.
293820	297420	And we said what does a LambdaCalculus program look like?
297420	301180	And then towards the end of class, we started evaluating those programs.
301180	306580	I want to start right where we left off of saying let's evaluate LambdaCalculus programs.
307180	309620	So we're going to do these three problems.
309620	311380	I believe they're new, right?
311380	312620	We didn't do these three last time.
312620	314140	This is where we ended.
314140	315140	All right.
315140	317660	So take two minutes.
317660	320960	Try and work these out on your own or with somebody next to you.
320960	325660	And then we'll go over them as a class.
385660	397020	All right.
397020	401620	It sounds pretty quiet, so I think that means that you guys are ready to go.
401620	404340	Let's start off with this one.
404340	406460	Who can give me first step?
406460	409460	What do we want to do to start this problem?
409460	411460	Yeah.
412060	415900	Assign 3 to Y.
415900	421500	So we're taking this 3 and we're passing it into the function LambdaY.2.
421500	422620	Y is the parameter.
422620	423940	So we'll have 3.
423940	424940	Sure.
424940	440860	So that's going to look something like LambdaX.2, where Y is equal to 3 of 5, right?
440860	441940	That's what you meant?
441940	450820	So we're going to say Y is equal to 3, and then we get the body of the function returned.
450820	452980	What can we do from here?
452980	454580	Sure.
454580	458500	We can assign 5 to X.
458500	461060	So we do the same process.
461060	462740	Put 5 in for X.
462820	479980	We get 2, where Y is equal to 3 and X is equal to 5.
479980	483380	Any questions on the two steps that we've taken here?
483380	486900	Because we went kind of all at once through it.
486900	487900	Yeah?
487900	498020	Can you explain the order of the Lambda function?
498020	499020	Yeah.
499020	501540	So we took a specific approach here.
501540	504700	We passed 3 in for Y first.
504700	509900	Could we have passed 5 in for X first instead?
509900	511020	I'm seeing a lot of nodding.
511020	512580	Yeah, we could have.
512580	518900	We chose to do 3 goes in for Y, but we could have done it in the other order.
518900	524140	And what would we have gotten if we went that way?
524140	525700	It would have been the same thing.
525700	530780	We would have had different intermediary steps, but we would end up with 2, where Y is 3 and
530780	532700	X is 5.
532700	533940	Yeah.
534860	544180	We'll talk more about order towards the end of class.
544180	546980	Other questions on this part?
546980	549980	All right.
549980	559740	Let's do the other side.
559740	560740	What should we do here?
560740	561740	Yeah?
562740	566740	That second 2, I believe, is a 3 on the 4th.
566740	571740	I believe you.
571740	578740	3 gets passed to the X.
578740	583220	We can look at this whole piece here as a function.
583220	587860	And the 3 is the argument to the outer part of the function, the X.
587980	596780	We get lambda Y dot 2, where X is equal to 3, 5.
596780	603020	What can we do now?
603020	604220	Pass 5 for the Y.
604220	613460	And what we get at the end is we have 2 remaining, and X is equal to 3, Y is 5.
613460	615660	I hate writing 5s.
615780	618100	I don't know why.
618100	619220	OK.
619220	622460	So we get 2, Y is 3, X is 5.
622460	624980	That leaves us with this last question.
624980	627820	Are these two equivalent?
627820	629100	And we can put those up.
635380	637420	Yes?
637420	639580	No?
639580	640300	No.
640300	641820	Why are they not equivalent?
646340	650380	Yeah, the variables are different.
650380	652940	On one side, we had X is 3, Y is 5.
652940	655180	On the other side, Y is 3, X is 5.
655180	656900	Our state is different.
656900	662380	We ended up with the same final expression result, but the state that goes with that
662380	664580	result is different.
664580	670180	This is very similar to in closures, or in JavaScript with closures, where two functions
670180	677180	might look identical, but the state that's going with them is different.
677180	681540	OK.
681540	683000	Let's do another one.
683000	684000	Take a minute.
684000	688180	Do this on your own.
688180	694220	The more of these that you do, the better, more efficient, and easily they will come
694220	695300	to you.
724220	749380	What is state?
749380	754140	What is state?
754140	758300	State is the representation of the environment.
758300	771340	So when we say, like, solve X plus Y, if you don't tell me what X is or what Y is, I can't
771340	773060	solve this problem.
773060	781260	I need some environment, some state, where I say X is 3 and Y is 2 in order to actually
781260	790580	solve for this equation.
790580	792380	That's a way of thinking of it.
792380	797220	You can kind of reframe it as the arguments to the expression.
797220	803940	But think about when you write code and you assign variables to your...
803940	809140	As you're writing code, when you execute, those variables accumulate information over
809140	810140	time.
810140	811140	They update.
811140	816020	That's the state of your program.
816020	818980	Yeah.
818980	822660	OK.
822660	826260	Let's reduce this expression here.
826260	835900	How should we start?
835900	836900	A is 7.
836900	837900	Yeah.
837900	842660	So we'll take this 7 and substitute it in for this parameter A here.
842660	853340	And we'll be left with lambda X dot X plus A of 4, where A is equal to 7.
853340	856220	Great.
856220	859580	What next?
859580	860580	X is 4.
860580	862420	We can pass in this 4 for X.
862420	868660	We'll get X plus A, where our state is A is 7.
868660	870620	And X is 4.
870620	871620	Great.
871620	873580	So when we solve it, we get 11.
873580	881660	When we actually plug in our variables, we get 11.
881660	882660	How did this one go?
882660	884700	Any questions?
884700	890340	Anything arise as you were solving it?
890340	904340	Is it wrong to apply the 4 to the X first, and then 7 to A?
904340	910340	Is it wrong to do 4 goes into X, and then 7 goes into A?
910340	911340	No.
911340	912340	No.
912340	913340	That's totally fine.
913340	914340	That's the way to solve this problem.
914340	915340	Will the 2 always result in the same?
915340	916340	No.
916340	917340	No.
917340	918340	But almost always.
918340	919340	OK.
919340	920340	Yeah.
920340	927300	So 4, you'll be able to recognize when they won't.
927300	931220	So in general, you can always say they will reduce to the same thing.
931220	932220	Yeah.
932220	939380	But we'll cover a case where they don't in the end of class.
939380	943900	So what we could do is we could substitute in the 4 for the X. That's actually the way
943900	945940	I have it in the slides.
945940	950740	7 for the A. Get 11.
950740	955180	All right.
955180	978300	What about this one?
